block_number,block_timestamp,my_timestamp,delta
5456944,1523971064,1523971098,34,175
5456945,1523971091,1523971109,18,177
5456947,1523971122,1523971185,63,51
5456948,1523971128,1523971187,59,154
5456949,1523971150,1523971188,38,163
5456950,1523971172,1523971192,20,161
5456951,1523971186,1523971201,15,173
5456952,1523971197,1523971210,13,166
5456953,1523971204,1523971231,27,76
5456954,1523971223,1523971257,34,173
5456955,1523971244,1523971276,32,157
5456956,1523971264,1523971279,15,199
5456957,1523971275,1523971290,15,191
5456958,1523971282,1523971328,46,101
5456959,1523971306,1523971329,23,174
5456960,1523971310,1523971339,29,43
5456961,1523971333,1523971351,18,182
5456962,1523971347,1523971367,20,86
5456963,1523971364,1523971382,18,142
5456964,1523971375,1523971384,9,147
5456965,1523971378,1523971394,16,98
5456966,1523971387,1523971418,31,223
5456967,1523971406,1523971487,81,180
5456968,1523971480,1523971520,40,283
5456969,1523971510,1523971539,29,114
5456970,1523971530,1523971555,25,148
5456971,1523971539,1523971560,21,283
5456972,1523971547,1523971572,25,126
5456974,1523971562,1523971573,11,101
5456975,1523971567,1523971586,19,108
5456976,1523971575,1523971628,53,99
5456977,1523971608,1523971643,35,243
5456978,1523971633,1523971672,39,117
5456979,1523971641,1523971673,32,136
5456980,1523971647,1523971674,27,153
5456981,1523971664,1523971699,35,203
5456982,1523971686,1523971702,16,184
5456983,1523971699,1523971715,16,146
5456984,1523971707,1523971734,27,179
5456985,1523971718,1523971737,19,171
5456986,1523971730,1523971782,52,51
5456987,1523971740,1523971790,50,244
5456988,1523971745,1523971793,48,76
5456989,1523971749,1523971798,49,169
5456990,1523971767,1523971803,36,169
5456991,1523971774,1523971806,32,120
5456992,1523971789,1523971807,18,182
5456993,1523971803,1523971813,10,141
5456995,1523971812,1523971821,9,179
5456996,1523971816,1523971839,23,11
5456997,1523971834,1523971880,46,285
5456998,1523971875,1523971900,25,232
5456999,1523971884,1523971926,42,222
5457000,1523971889,1523971927,38,150
5457001,1523971896,1523971928,32,125
5457002,1523971915,1523971933,18,107
5457003,1523971923,1523971972,49,201
5457004,1523971931,1523971974,43,151
5457005,1523971938,1523971975,37,55
5457006,1523971961,1523972000,39,153
5457007,1523971967,1523972001,34,107
5457008,1523971991,1523972004,13,148
5457011,1523972010,1523972157,147,172
5457012,1523972053,1523972158,105,233
5457014,1523972062,1523972159,97,4
5457017,1523972088,1523972160,72,41
5457018,1523972098,1523972161,63,162
5457019,1523972149,1523972174,25,187
5457020,1523972161,1523972176,15,110
5457021,1523972165,1523972185,20,190
5457022,1523972179,1523972214,35,165
5457023,1523972194,1523972215,21,156
5457024,1523972202,1523972216,14,114
5457025,1523972209,1523972230,21,107
5457026,1523972216,1523972247,31,298
5457027,1523972238,1523972322,84,155
5457028,1523972244,1523972376,132,84
5457029,1523972252,1523972379,127,153
5457030,1523972278,1523972380,102,183
5457031,1523972292,1523972383,91,140
5457032,1523972300,1523972386,86,158
5457033,1523972304,1523972388,84,158
5457034,1523972327,1523972389,62,59
5457035,1523972335,1523972390,55,144
5457036,1523972345,1523972392,47,187
5457037,1523972350,1523972393,43,171
5457039,1523972364,1523972394,30,30
5457040,1523972370,1523972395,25,179
5457041,1523972383,1523972396,13,152
5457042,1523972388,1523972407,19,134
5457043,1523972405,1523972431,26,141
5457044,1523972423,1523972443,20,149
5457045,1523972431,1523972448,17,217
5457046,1523972442,1523972450,8,201
5457047,1523972449,1523972481,32,158
5457048,1523972455,1523972559,104,176
5457049,1523972480,1523972560,80,75
5457050,1523972484,1523972562,78,211
5457051,1523972500,1523972563,63,124
5457052,1523972506,1523972565,59,184
5457053,1523972518,1523972566,48,185
5457054,1523972524,1523972568,44,175
5457055,1523972534,1523972571,37,92
5457056,1523972543,1523972590,47,175
5457057,1523972584,1523972615,31,211
5457058,1523972607,1523972673,66,204
5457059,1523972620,1523972677,57,172
5457061,1523972631,1523972678,47,152
5457062,1523972657,1523972702,45,197
5457063,1523972676,1523972708,32,151
5457064,1523972693,1523972713,20,249
5457065,1523972699,1523972722,23,144
5457066,1523972710,1523972808,98,82
5457067,1523972732,1523972811,79,159
5457068,1523972736,1523972812,76,159
5457069,1523972741,1523972813,72,193
5457070,1523972747,1523972814,67,161
5457072,1523972770,1523972818,48,178
5457073,1523972775,1523972903,128,111
5457074,1523972786,1523972904,118,157
5457075,1523972816,1523972907,91,193
5457076,1523972819,1523972909,90,165
5457077,1523972843,1523972911,68,203
5457078,1523972854,1523972912,58,108
5457079,1523972863,1523972913,50,115
5457080,1523972868,1523972914,46,127
5457081,1523972876,1523972915,39,155
5457082,1523972884,1523972934,50,238
5457083,1523972902,1523972935,33,189
5457084,1523972913,1523972937,24,105
5457085,1523972918,1523972948,30,107
5457086,1523972928,1523972973,45,78
5457087,1523972966,1523972981,15,189
5457088,1523972974,1523973018,44,152
5457089,1523973006,1523973056,50,202
5457090,1523973049,1523973068,19,179
5457091,1523973055,1523973072,17,147
5457092,1523973068,1523973099,31,249
5457093,1523973074,1523973180,106,55
5457094,1523973086,1523973182,96,151
5457095,1523973117,1523973184,67,109
5457096,1523973124,1523973197,73,43
5457097,1523973131,1523973199,68,242
5457098,1523973135,1523973200,65,79
5457099,1523973140,1523973201,61,127
5457101,1523973153,1523973202,49,28
5457102,1523973155,1523973203,48,69
5457103,1523973166,1523973218,52,105
5457104,1523973179,1523973220,41,67
5457105,1523973198,1523973231,33,38
5457106,1523973221,1523973247,26,134
5457107,1523973239,1523973285,46,144
5457109,1523973267,1523973286,19,76
5457110,1523973275,1523973309,34,158
5457111,1523973304,1523973328,24,43
5457112,1523973309,1523973329,20,168
5457113,1523973314,1523973337,23,141
5457114,1523973332,1523973362,30,124
5457115,1523973354,1523973366,12,111
5457116,1523973358,1523973607,249,92
5457118,1523973398,1523973608,210,208
5457119,1523973403,1523973609,206,156
5457120,1523973418,1523973610,192,128
5457124,1523973443,1523973611,168,165
5457125,1523973470,1523973612,142,127
5457126,1523973497,1523973613,116,178
5457128,1523973504,1523973614,110,143
5457131,1523973526,1523973616,90,19
5457132,1523973536,1523973617,81,159
5457133,1523973568,1523973618,50,197
5457135,1523973584,1523973619,35,66
5457136,1523973588,1523973701,113,85
5457137,1523973667,1523973706,39,236
5457138,1523973677,1523973707,30,263
5457139,1523973691,1523973730,39,201
5457140,1523973703,1523973731,28,181
5457141,1523973723,1523973754,31,190
5457142,1523973742,1523973776,34,199
5457143,1523973763,1523973782,19,157
5457144,1523973772,1523973805,33,81
5457145,1523973796,1523973819,23,162
5457146,1523973801,1523973850,49,112
5457148,1523973814,1523973857,43,124
5457149,1523973819,1523973860,41,164
5457150,1523973825,1523973862,37,135
5457151,1523973839,1523973865,26,136
5457152,1523973852,1523973905,53,132
5457153,1523973887,1523973912,25,43
5457154,1523973891,1523973913,22,147
5457155,1523973897,1523973914,17,147
5457156,1523973901,1523973924,23,81
5457157,1523973923,1523973934,11,192
5457158,1523973928,1523973963,35,114
5457159,1523973949,1523974012,63,59
5457160,1523974006,1523974036,30,86
5457161,1523974023,1523974073,50,183
5457163,1523974060,1523974083,23,63
5457164,1523974064,1523974087,23,129
5457165,1523974080,1523974117,37,180
5457166,1523974108,1523974134,26,142
5457167,1523974117,1523974150,33,125
5457168,1523974121,1523974151,30,101
5457169,1523974145,1523974165,20,158
5457170,1523974160,1523974180,20,153
5457171,1523974171,1523974190,19,172
5457172,1523974185,1523974195,10,127
5457173,1523974191,1523974208,17,5
5457174,1523974198,1523974219,21,129
5457175,1523974212,1523974221,9,196
5457176,1523974219,1523974259,40,167
5457177,1523974253,1523974267,14,195
5457178,1523974262,1523974270,8,131
5457179,1523974267,1523974280,13,84
5457180,1523974275,1523974301,26,119
5457181,1523974286,1523974302,16,219
5457182,1523974294,1523974324,30,93
5457184,1523974325,1523974494,169,46
5457186,1523974340,1523974495,155,44
5457188,1523974404,1523974496,92,219
5457189,1523974433,1523974497,64,140
5457190,1523974440,1523974498,58,116
5457192,1523974461,1523974499,38,75
5457193,1523974468,1523974500,32,89
5457194,1523974476,1523974501,25,133
5457195,1523974491,1523974506,15,173
5457196,1523974498,1523974524,26,121
5457197,1523974521,1523974530,9,147
5457198,1523974528,1523974542,14,41
5457199,1523974540,1523974591,51,73
5457200,1523974578,1523974661,83,146
5457201,1523974604,1523974664,60,138
5457202,1523974617,1523974665,48,32
5457203,1523974632,1523974688,56,124
5457204,1523974674,1523974721,47,242
5457205,1523974699,1523974725,26,166
5457206,1523974702,1523974754,52,62
5457207,1523974729,1523974757,28,143
5457208,1523974745,1523974768,23,203
5457209,1523974755,1523974783,28,142
5457210,1523974777,1523974878,101,149
5457211,1523974862,1523974900,38,184
5457212,1523974873,1523974926,53,181
5457213,1523974898,1523974931,33,178
5457214,1523974901,1523974957,56,204
5457215,1523974936,1523974964,28,194
5457216,1523974940,1523974986,46,153
5457217,1523974956,1523974989,33,204
5457220,1523974970,1523974990,20,12
5457221,1523974976,1523974998,22,132
5457222,1523974985,1523975085,100,49
5457224,1523975012,1523975088,76,105
5457225,1523975055,1523975091,36,171
5457226,1523975063,1523975100,37,173
5457227,1523975093,1523975155,62,123
5457228,1523975101,1523975253,152,165
5457229,1523975107,1523975254,147,96
5457230,1523975142,1523975258,116,172
5457231,1523975146,1523975261,115,103
5457232,1523975150,1523975266,116,112
5457233,1523975169,1523975270,101,166
5457234,1523975184,1523975272,88,123
5457235,1523975203,1523975274,71,113
5457236,1523975206,1523975276,70,133
5457237,1523975211,1523975286,75,32
5457238,1523975221,1523975320,99,131
5457239,1523975227,1523975321,94,46
5457240,1523975249,1523975323,74,146
5457241,1523975265,1523975324,59,87
5457242,1523975301,1523975325,24,173
5457243,1523975307,1523975359,52,13
5457244,1523975342,1523975374,32,209
5457245,1523975357,1523975381,24,156
5457246,1523975363,1523975396,33,142
5457248,1523975402,1523975414,12,114
5457249,1523975411,1523975420,9,235
5457250,1523975416,1523975430,14,126
5457251,1523975422,1523975446,24,33
5457252,1523975441,1523975455,14,209
5457253,1523975450,1523975463,13,191
5457254,1523975457,1523975482,25,32
5457255,1523975477,1523975488,11,189
5457256,1523975484,1523975496,12,60
5457257,1523975494,1523975528,34,113
5457258,1523975521,1523975583,62,178
5457259,1523975577,1523975619,42,208
5457260,1523975616,1523975629,13,144
5457261,1523975626,1523975644,18,113
5457262,1523975642,1523975648,6,112
5457263,1523975644,1523975660,16,70
5457264,1523975653,1523975668,15,107
5457265,1523975664,1523975676,12,54
5457266,1523975672,1523975687,15,136
5457267,1523975682,1523975705,23,146
5457268,1523975702,1523975708,6,132
5457269,1523975707,1523975732,25,178
5457270,1523975731,1523975737,6,45
5457271,1523975736,1523975771,35,173
5457272,1523975770,1523975775,5,182
5457273,1523975776,1523975804,28,151
5457274,1523975802,1523975809,7,165
5457275,1523975806,1523975817,11,121
5457276,1523975815,1523975823,8,95
5457277,1523975821,1523975835,14,192
5457278,1523975830,1523975857,27,104
5457279,1523975855,1523975868,13,159
5457280,1523975865,1523975884,19,48
5457281,1523975885,1523975894,9,44
5457282,1523975893,1523975933,40,184
5457283,1523975931,1523975955,24,172
5457284,1523975955,1523975965,10,174
5457285,1523975964,1523975974,10,127
5457286,1523975971,1523975987,16,115
5457287,1523975985,1523976013,28,59
5457288,1523976013,1523976023,10,144
5457289,1523976022,1523976049,27,58
5457290,1523976048,1523976057,9,147
5457291,1523976056,1523976061,5,110
5457292,1523976060,1523976095,35,79
5457293,1523976094,1523976107,13,155
5457294,1523976105,1523976125,20,82
5457295,1523976125,1523976150,25,80
5457296,1523976150,1523976161,11,73
5457297,1523976162,1523976172,10,161
5457298,1523976171,1523976176,5,144
5457299,1523976176,1523976180,4,13
5457300,1523976178,1523976196,18,0
5457301,1523976196,1523976205,9,230
5457302,1523976206,1523976232,26,150
5457303,1523976231,1523976235,4,219
5457304,1523976233,1523976260,27,135
5457305,1523976259,1523976284,25,155
5457306,1523976282,1523976289,7,130
5457307,1523976287,1523976297,10,44
5457308,1523976296,1523976305,9,110
5457309,1523976304,1523976316,12,149
5457310,1523976315,1523976324,9,136
5457311,1523976322,1523976345,23,134
5457312,1523976344,1523976366,22,296
5457313,1523976366,1523976376,10,210
5457314,1523976370,1523976381,11,315
5457315,1523976377,1523976401,24,295
5457316,1523976401,1523976418,17,266
5457317,1523976419,1523976427,8,50
5457318,1523976427,1523976440,13,230
5457319,1523976440,1523976468,28,262
5457320,1523976468,1523976486,18,304
5457321,1523976487,1523976492,5,218
5457322,1523976491,1523976498,7,296
5457323,1523976497,1523976509,12,239
5457324,1523976508,1523976533,25,152
5457325,1523976533,1523976557,24,154
5457326,1523976557,1523976567,10,176
5457327,1523976567,1523976594,27,105
5457328,1523976591,1523976600,9,144
5457329,1523976598,1523976608,10,140
5457330,1523976606,1523976624,18,133
5457331,1523976623,1523976649,26,118
5457332,1523976648,1523976674,26,176
5457333,1523976674,1523976691,17,188
5457334,1523976690,1523976703,13,188
5457335,1523976702,1523976712,10,267
5457336,1523976709,1523976729,20,140
5457337,1523976728,1523976749,21,130
5457338,1523976749,1523976789,40,176
5457339,1523976786,1523976793,7,196
5457340,1523976792,1523976794,2,164
5457341,1523976794,1523976817,23,61
5457342,1523976816,1523976824,8,126
5457343,1523976822,1523976837,15,156
5457344,1523976837,1523976878,41,90
5457345,1523976878,1523976897,19,163
5457346,1523976895,1523976921,26,156
5457347,1523976920,1523976948,28,151
5457348,1523976948,1523976967,19,74
5457349,1523976967,1523976981,14,179
5457350,1523976980,1523976987,7,171
5457351,1523976985,1523977005,20,150
5457352,1523977003,1523977013,10,145
5457353,1523977011,1523977019,8,52
5457354,1523977016,1523977027,11,178
5457355,1523977027,1523977040,13,37
5457356,1523977041,1523977053,12,98
5457357,1523977045,1523977054,9,89
5457358,1523977051,1523977063,12,30
5457359,1523977062,1523977085,23,109
5457360,1523977083,1523977094,11,123
5457361,1523977092,1523977099,7,95
5457362,1523977096,1523977110,14,79
5457363,1523977108,1523977115,7,96
5457364,1523977113,1523977123,10,77
5457365,1523977122,1523977134,12,83
5457366,1523977134,1523977147,13,115
5457367,1523977145,1523977164,19,105
5457368,1523977163,1523977171,8,164
5457369,1523977177,1523977199,22,85
5457370,1523977199,1523977219,20,76
5457371,1523977218,1523977240,22,195
5457372,1523977239,1523977248,9,287
5457373,1523977245,1523977264,19,93
5457374,1523977264,1523977280,16,148
5457375,1523977279,1523977288,9,58
5457376,1523977287,1523977300,13,182
5457377,1523977299,1523977320,21,147
5457378,1523977318,1523977335,17,140
5457379,1523977334,1523977340,6,150
5457380,1523977338,1523977344,6,54
5457381,1523977342,1523977354,12,133
5457382,1523977353,1523977357,4,92
5457383,1523977359,1523977366,7,111
5457384,1523977363,1523977373,10,91
5457385,1523977371,1523977414,43,66
5457386,1523977413,1523977439,26,176
5457387,1523977438,1523977442,4,219
5457388,1523977442,1523977465,23,132
5457389,1523977463,1523977479,16,117
5457390,1523977479,1523977486,7,156
5457391,1523977484,1523977500,16,69
5457392,1523977499,1523977521,22,120
5457393,1523977519,1523977541,22,46
5457394,1523977540,1523977574,34,161
5457395,1523977572,1523977576,4,155
5457396,1523977575,1523977589,14,199
5457397,1523977592,1523977610,18,175
5457398,1523977613,1523977647,34,209
5457399,1523977647,1523977663,16,176
5457400,1523977662,1523977668,6,106
5457401,1523977668,1523977694,26,107
5457402,1523977693,1523977701,8,131
5457403,1523977699,1523977717,18,144
5457404,1523977716,1523977723,7,16
5457405,1523977723,1523977755,32,166
5457406,1523977754,1523977760,6,179
5457407,1523977759,1523977785,26,36
5457408,1523977785,1523977794,9,121
5457409,1523977793,1523977818,25,87
5457410,1523977818,1523977832,14,181
5457411,1523977831,1523977835,4,126
5457412,1523977834,1523977857,23,122
5457413,1523977856,1523977861,5,279
5457414,1523977862,1523977874,12,124
5457415,1523977873,1523977876,3,101
5457416,1523977877,1523977889,12,98
5457417,1523977888,1523977896,8,118
5457418,1523977891,1523977902,11,79
5457419,1523977902,1523977905,3,92
5457420,1523977904,1523977908,4,23
5457421,1523977908,1523977910,2,50
5457422,1523977909,1523977919,10,44
5457423,1523977917,1523977924,7,13
5457424,1523977923,1523977935,12,113
5457425,1523977934,1523977939,5,87
5457426,1523977939,1523977960,21,109
5457427,1523977959,1523977976,17,90
5457428,1523977976,1523977989,13,45
5457429,1523977989,1523977995,6,37
5457430,1523977993,1523978007,14,284
5457431,1523978007,1523978023,16,127
5457432,1523978022,1523978028,6,91
5457433,1523978028,1523978049,21,86
5457434,1523978047,1523978082,35,172
5457435,1523978078,1523978088,10,211
5457436,1523978087,1523978107,20,234
5457437,1523978105,1523978145,40,200
5457438,1523978144,1523978149,5,161
5457439,1523978150,1523978165,15,36
5457440,1523978166,1523978184,18,191
5457441,1523978183,1523978208,25,297
5457442,1523978208,1523978212,4,107
5457443,1523978212,1523978239,27,21
5457444,1523978240,1523978271,31,255
5457445,1523978270,1523978285,15,132
5457446,1523978283,1523978304,21,119
5457447,1523978303,1523978327,24,125
5457448,1523978326,1523978335,9,143
5457449,1523978336,1523978352,16,187
5457450,1523978353,1523978360,7,329
5457451,1523978359,1523978383,24,84
5457452,1523978380,1523978393,13,181
5457453,1523978391,1523978419,28,267
5457454,1523978418,1523978428,10,165
5457455,1523978427,1523978492,65,209
5457456,1523978490,1523978516,26,212
5457457,1523978512,1523978538,26,28
5457458,1523978538,1523978547,9,219
5457459,1523978550,1523978561,11,154
5457460,1523978556,1523978581,25,317
5457461,1523978578,1523978598,20,40
5457462,1523978596,1523978649,53,207
5457463,1523978647,1523978680,33,209
5457464,1523978678,1523978686,8,256
5457465,1523978685,1523978703,18,138
5457466,1523978704,1523978711,7,269
5457467,1523978707,1523978726,19,350
5457468,1523978723,1523978734,11,148
5457469,1523978732,1523978743,11,300
5457470,1523978746,1523978763,17,276
5457471,1523978763,1523978774,11,116
5457472,1523978773,1523978787,14,168
5457473,1523978787,1523978810,23,260
5457474,1523978811,1523978840,29,188
5457475,1523978837,1523978876,39,204
5457476,1523978875,1523978882,7,172
5457477,1523978883,1523978895,12,179
5457478,1523978894,1523978898,4,55
5457479,1523978898,1523978911,13,163
5457480,1523978910,1523978923,13,363
5457481,1523978921,1523978944,23,144
5457482,1523978942,1523978974,32,142
5457483,1523978974,1523978987,13,179
5457484,1523978985,1523978996,11,230
5457485,1523978995,1523979016,21,151
5457486,1523979014,1523979018,4,194
5457487,1523979020,1523979028,8,31
5457488,1523979026,1523979032,6,213
5457489,1523979032,1523979044,12,137
5457490,1523979043,1523979059,16,282
5457491,1523979058,1523979065,7,37
5457492,1523979063,1523979104,41,194
5457493,1523979102,1523979121,19,230
5457494,1523979120,1523979131,11,239
5457495,1523979131,1523979137,6,131
5457496,1523979135,1523979164,29,97
5457497,1523979163,1523979166,3,160
5457498,1523979166,1523979216,50,73
5457499,1523979214,1523979233,19,102
5457500,1523979232,1523979239,7,249
5457501,1523979238,1523979248,10,76
5457502,1523979247,1523979251,4,101
5457503,1523979251,1523979255,4,109
5457504,1523979256,1523979269,13,63
5457505,1523979269,1523979281,12,233
5457506,1523979278,1523979283,5,98
5457507,1523979282,1523979295,13,122
5457508,1523979296,1523979316,20,39
5457509,1523979316,1523979326,10,133
5457510,1523979324,1523979338,14,102
5457511,1523979338,1523979353,15,220
5457512,1523979350,1523979364,14,153
5457513,1523979366,1523979385,19,16
5457514,1523979384,1523979390,6,159
5457515,1523979390,1523979400,10,193
5457516,1523979398,1523979405,7,219
5457517,1523979403,1523979416,13,15
5457518,1523979415,1523979430,15,274
5457519,1523979430,1523979450,20,96
5457520,1523979450,1523979462,12,248
5457521,1523979462,1523979472,10,42
5457522,1523979473,1523979500,27,144
5457523,1523979499,1523979526,27,248
5457524,1523979525,1523979538,13,244
5457525,1523979538,1523979559,21,168
5457526,1523979558,1523979579,21,69
5457527,1523979579,1523979587,8,138
