block_number,block_timestamp,my_timestamp,delta
5455246,1523944918,1523944978,60,152
5455247,1523944922,1523944979,57,63
5455249,1523944954,1523944980,26,128
5455250,1523944961,1523944981,20,97
5455251,1523944970,1523945061,91,82
5455253,1523944983,1523945062,79,161
5455254,1523945009,1523945063,54,102
5455255,1523945032,1523945084,52,135
5455256,1523945061,1523945094,33,150
5455257,1523945083,1523945112,29,117
5455259,1523945092,1523945113,21,33
5455260,1523945106,1523945145,39,157
5455261,1523945135,1523945166,31,150
5455262,1523945152,1523945175,23,198
5455263,1523945171,1523945190,19,135
5455264,1523945180,1523945196,16,49
5455265,1523945185,1523945229,44,364
5455266,1523945194,1523945231,37,276
5455267,1523945209,1523945232,23,101
5455268,1523945217,1523945235,18,276
5455269,1523945224,1523945236,12,101
5455270,1523945230,1523945270,40,149
5455271,1523945268,1523945316,48,260
5455272,1523945273,1523945317,44,176
5455273,1523945295,1523945319,24,173
5455274,1523945301,1523945320,19,91
5455275,1523945303,1523945323,20,177
5455276,1523945314,1523945371,57,84
5455277,1523945322,1523945390,68,141
5455278,1523945353,1523945392,39,189
5455279,1523945369,1523945418,49,221
5455280,1523945399,1523945431,32,184
5455281,1523945419,1523945455,36,163
5455282,1523945448,1523945496,48,178
5455283,1523945466,1523945497,31,128
5455284,1523945472,1523945498,26,158
5455285,1523945487,1523945567,80,125
5455286,1523945540,1523945571,31,190
5455287,1523945550,1523945572,22,196
5455288,1523945557,1523945573,16,148
5455289,1523945563,1523945588,25,72
5455292,1523945576,1523945590,14,61
5455293,1523945584,1523945659,75,128
5455294,1523945619,1523945682,63,133
5455295,1523945624,1523945685,61,235
5455296,1523945626,1523945688,62,359
5455298,1523945684,1523945711,27,106
5455299,1523945699,1523945729,30,148
5455300,1523945715,1523945754,39,227
5455301,1523945742,1523945755,13,212
5455302,1523945749,1523945772,23,229
5455303,1523945763,1523945777,14,93
5455304,1523945767,1523945804,37,79
5455305,1523945797,1523945836,39,207
5455307,1523945831,1523945853,22,11
5455308,1523945835,1523945859,24,105
5455309,1523945852,1523945887,35,145
5455310,1523945862,1523945888,26,132
5455311,1523945874,1523945912,38,23
5455312,1523945906,1523945941,35,160
5455313,1523945922,1523945947,25,104
5455314,1523945940,1523945960,20,141
5455315,1523945954,1523945974,20,159
5455316,1523945971,1523946012,41,144
5455317,1523946007,1523946016,9,199
5455318,1523946014,1523946049,35,77
5455319,1523946028,1523946065,37,158
5455320,1523946055,1523946104,49,176
5455321,1523946076,1523946122,46,63
5455322,1523946100,1523946123,23,125
5455325,1523946116,1523946124,8,26
5455326,1523946118,1523946137,19,192
5455327,1523946123,1523946138,15,60
5455328,1523946129,1523946152,23,90
5455329,1523946145,1523946161,16,84
5455330,1523946150,1523946170,20,164
5455331,1523946159,1523946224,65,145
5455332,1523946168,1523946225,57,136
5455333,1523946183,1523946226,43,127
5455334,1523946204,1523946227,23,135
5455335,1523946209,1523946229,20,86
5455336,1523946225,1523946258,33,142
5455337,1523946238,1523946294,56,286
5455338,1523946258,1523946296,38,190
5455339,1523946284,1523946326,42,136
5455341,1523946297,1523946327,30,4
5455343,1523946311,1523946328,17,97
5455344,1523946325,1523946360,35,128
5455345,1523946330,1523946366,36,304
5455346,1523946355,1523946392,37,133
5455347,1523946367,1523946394,27,194
5455349,1523946373,1523946395,22,15
5455350,1523946375,1523946433,58,6
5455351,1523946402,1523946435,33,152
5455352,1523946416,1523946436,20,129
5455353,1523946422,1523946437,15,163
5455354,1523946429,1523946473,44,135
5455355,1523946463,1523946483,20,124
5455356,1523946479,1523946492,13,37
5455357,1523946486,1523946494,8,148
5455358,1523946490,1523946524,34,326
5455359,1523946497,1523946527,30,287
5455360,1523946509,1523946537,28,190
5455361,1523946523,1523946538,15,97
5455364,1523946553,1523946618,65,143
5455366,1523946598,1523946619,21,131
5455367,1523946610,1523946634,24,42
5455368,1523946633,1523946648,15,223
5455369,1523946637,1523946649,12,179
5455370,1523946643,1523946667,24,240
5455371,1523946653,1523946683,30,86
5455372,1523946679,1523946704,25,156
5455373,1523946689,1523946706,17,348
5455374,1523946699,1523946723,24,147
5455375,1523946711,1523946770,59,220
5455377,1523946754,1523946771,17,105
5455378,1523946763,1523946772,9,168
5455379,1523946769,1523946791,22,164
5455380,1523946782,1523946809,27,240
5455381,1523946796,1523946846,50,108
5455382,1523946835,1523946901,66,161
5455383,1523946843,1523946902,59,69
5455384,1523946897,1523946910,13,215
5455385,1523946903,1523946921,18,272
5455386,1523946912,1523946938,26,113
5455387,1523946927,1523946943,16,124
5455388,1523946934,1523946977,43,98
5455389,1523946958,1523947000,42,119
5455390,1523946978,1523947003,25,172
5455391,1523946983,1523947033,50,248
5455392,1523946995,1523947034,39,57
5455393,1523947007,1523947063,56,219
5455394,1523947034,1523947077,43,163
5455395,1523947040,1523947080,40,229
5455396,1523947060,1523947081,21,144
5455397,1523947067,1523947118,51,73
5455399,1523947081,1523947167,86,63
5455400,1523947143,1523947168,25,155
5455401,1523947155,1523947173,18,179
5455402,1523947165,1523947209,44,193
5455403,1523947193,1523947210,17,235
5455404,1523947198,1523947217,19,148
5455405,1523947214,1523947234,20,200
5455406,1523947222,1523947244,22,231
5455408,1523947237,1523947254,17,27
5455409,1523947248,1523947267,19,284
5455410,1523947263,1523947274,11,117
5455411,1523947266,1523947293,27,59
5455412,1523947285,1523947329,44,125
5455413,1523947324,1523947355,31,172
5455414,1523947350,1523947366,16,199
5455415,1523947359,1523947372,13,155
5455416,1523947362,1523947495,133,160
5455417,1523947368,1523947496,128,122
5455418,1523947370,1523947497,127,82
5455419,1523947379,1523947499,120,201
5455420,1523947385,1523947502,117,50
5455422,1523947394,1523947504,110,30
5455424,1523947430,1523947505,75,186
5455426,1523947457,1523947506,49,94
5455427,1523947467,1523947507,40,188
5455428,1523947476,1523947509,33,237
5455429,1523947498,1523947581,83,236
5455431,1523947519,1523947582,63,200
5455432,1523947558,1523947631,73,148
5455433,1523947591,1523947632,41,207
5455434,1523947598,1523947633,35,66
5455435,1523947614,1523947640,26,125
5455436,1523947626,1523947652,26,177
5455437,1523947643,1523947680,37,200
5455438,1523947668,1523947705,37,137
5455439,1523947675,1523947726,51,82
5455440,1523947699,1523947728,29,81
5455441,1523947706,1523947744,38,57
5455442,1523947741,1523947762,21,93
5455443,1523947757,1523947789,32,195
5455444,1523947780,1523947874,94,145
5455445,1523947844,1523947875,31,73
5455446,1523947847,1523947876,29,76
5455448,1523947861,1523947877,16,139
5455449,1523947868,1523947879,11,73
5455450,1523947871,1523947884,13,98
5455451,1523947876,1523947902,26,170
5455452,1523947886,1523947904,18,104
5455453,1523947895,1523947936,41,90
5455454,1523947911,1523947940,29,137
5455455,1523947918,1523947974,56,109
5455456,1523947945,1523947976,31,150
5455457,1523947947,1523948050,103,80
5455458,1523947975,1523948051,76,110
5455460,1523947991,1523948053,62,105
5455461,1523947994,1523948055,61,264
5455462,1523948013,1523948056,43,197
5455463,1523948027,1523948085,58,206
5455464,1523948060,1523948094,34,142
5455466,1523948076,1523948116,40,88
5455467,1523948087,1523948117,30,30
5455468,1523948100,1523948135,35,260
5455469,1523948133,1523948163,30,181
5455470,1523948155,1523948168,13,257
5455471,1523948163,1523948214,51,76
5455472,1523948184,1523948217,33,269
5455473,1523948194,1523948219,25,142
5455474,1523948210,1523948266,56,232
5455475,1523948217,1523948267,50,166
5455476,1523948239,1523948268,29,228
5455477,1523948253,1523948282,29,61
5455478,1523948263,1523948303,40,124
5455479,1523948265,1523948304,39,63
5455480,1523948270,1523948305,35,29
5455481,1523948282,1523948306,24,77
5455482,1523948287,1523948360,73,162
5455483,1523948326,1523948361,35,195
5455485,1523948337,1523948364,27,102
5455486,1523948348,1523948387,39,231
5455487,1523948374,1523948391,17,117
5455488,1523948380,1523948407,27,358
5455489,1523948394,1523948408,14,349
5455490,1523948401,1523948413,12,41
5455491,1523948409,1523948425,16,134
5455492,1523948423,1523948450,27,148
5455493,1523948424,1523948451,27,282
5455494,1523948439,1523948466,27,216
5455495,1523948460,1523948485,25,129
5455496,1523948471,1523948501,30,146
5455497,1523948491,1523948570,79,161
5455498,1523948565,1523948596,31,225
5455499,1523948585,1523948617,32,163
5455500,1523948596,1523948650,54,151
5455501,1523948645,1523948665,20,153
5455502,1523948651,1523948666,15,160
5455503,1523948654,1523948679,25,167
5455504,1523948665,1523948726,61,130
5455505,1523948722,1523948745,23,154
5455506,1523948742,1523948789,47,286
5455507,1523948775,1523948822,47,125
5455508,1523948814,1523948829,15,129
5455509,1523948817,1523948851,34,144
5455510,1523948846,1523948884,38,171
5455511,1523948852,1523948887,35,203
5455512,1523948858,1523948889,31,130
5455513,1523948870,1523948891,21,131
5455514,1523948873,1523948938,65,76
5455515,1523948926,1523948951,25,194
5455516,1523948933,1523948986,53,145
5455517,1523948943,1523948990,47,261
5455518,1523948973,1523949002,29,198
5455519,1523948984,1523949003,19,258
5455520,1523948987,1523949005,18,96
5455521,1523948991,1523949023,32,77
5455522,1523949022,1523949059,37,121
5455523,1523949032,1523949088,56,301
5455524,1523949078,1523949092,14,206
5455525,1523949084,1523949095,11,182
5455526,1523949090,1523949129,39,129
5455527,1523949120,1523949138,18,150
5455528,1523949134,1523949193,59,99
5455529,1523949147,1523949194,47,104
5455530,1523949161,1523949202,41,51
5455531,1523949195,1523949232,37,153
5455532,1523949222,1523949239,17,132
5455533,1523949228,1523949243,15,78
5455534,1523949240,1523949267,27,110
5455535,1523949244,1523949268,24,66
5455536,1523949247,1523949293,46,42
5455538,1523949283,1523949295,12,42
5455539,1523949286,1523949315,29,9
5455540,1523949314,1523949361,47,72
5455541,1523949324,1523949364,40,116
5455542,1523949328,1523949385,57,105
5455543,1523949370,1523949497,127,167
5455544,1523949373,1523949499,126,107
5455545,1523949402,1523949500,98,137
5455546,1523949432,1523949501,69,158
5455547,1523949435,1523949516,81,86
5455548,1523949506,1523949529,23,190
5455549,1523949517,1523949554,37,158
5455550,1523949535,1523949604,69,142
5455551,1523949555,1523949606,51,146
5455552,1523949572,1523949608,36,173
5455553,1523949591,1523949609,18,221
5455554,1523949597,1523949628,31,139
5455555,1523949625,1523949646,21,125
5455556,1523949632,1523949647,15,155
5455557,1523949641,1523949652,11,74
5455558,1523949646,1523949661,15,57
5455559,1523949652,1523949669,17,71
5455560,1523949656,1523949679,23,122
5455561,1523949674,1523949720,46,189
5455562,1523949683,1523949722,39,314
5455564,1523949700,1523949723,23,143
5455565,1523949709,1523949781,72,301
5455566,1523949726,1523949782,56,153
5455567,1523949745,1523949783,38,206
5455568,1523949760,1523949784,24,88
5455569,1523949763,1523949785,22,161
5455570,1523949768,1523949822,54,144
5455571,1523949812,1523949823,11,140
5455572,1523949821,1523949884,63,114
5455573,1523949825,1523949885,60,252
5455574,1523949852,1523949886,34,94
5455575,1523949856,1523949887,31,132
5455576,1523949860,1523949888,28,178
5455577,1523949865,1523949930,65,74
5455578,1523949886,1523949953,67,99
5455579,1523949944,1523949965,21,173
5455580,1523949961,1523949969,8,125
5455581,1523949964,1523949979,15,112
5455582,1523949972,1523950000,28,209
5455583,1523949994,1523950013,19,146
5455585,1523950020,1523950043,23,53
5455586,1523950022,1523950055,33,132
5455587,1523950048,1523950079,31,126
5455588,1523950052,1523950080,28,221
5455589,1523950057,1523950081,24,233
5455590,1523950068,1523950085,17,161
5455591,1523950078,1523950111,33,144
5455592,1523950097,1523950170,73,192
5455594,1523950106,1523950175,69,109
5455595,1523950119,1523950178,59,112
5455596,1523950126,1523950180,54,227
5455598,1523950143,1523950185,42,86
5455599,1523950154,1523950186,32,187
5455600,1523950166,1523950191,25,210
5455601,1523950177,1523950245,68,113
5455602,1523950242,1523950268,26,332
5455603,1523950252,1523950269,17,271
5455604,1523950256,1523950290,34,119
5455605,1523950276,1523950291,15,151
5455606,1523950283,1523950386,103,18
5455607,1523950381,1523950404,23,309
5455608,1523950384,1523950405,21,139
5455609,1523950389,1523950408,19,190
5455610,1523950393,1523950448,55,111
5455611,1523950426,1523950449,23,164
5455612,1523950429,1523950450,21,110
5455613,1523950440,1523950469,29,63
5455614,1523950465,1523950492,27,208
5455615,1523950485,1523950512,27,186
5455617,1523950512,1523950521,9,158
5455618,1523950517,1523950553,36,8
5455619,1523950544,1523950570,26,141
5455620,1523950558,1523950571,13,161
5455622,1523950570,1523950610,40,49
5455623,1523950598,1523950624,26,165
5455624,1523950614,1523950637,23,118
5455625,1523950623,1523950661,38,154
5455626,1523950628,1523950664,36,128
5455627,1523950630,1523950666,36,104
5455628,1523950634,1523950677,43,48
5455629,1523950645,1523950679,34,51
5455630,1523950661,1523950887,226,47
5455631,1523950705,1523950890,185,164
5455632,1523950713,1523950891,178,81
5455633,1523950719,1523950892,173,54
5455634,1523950727,1523950895,168,182
5455635,1523950734,1523950897,163,156
5455636,1523950753,1523950902,149,380
5455637,1523950764,1523950903,139,75
5455638,1523950777,1523950905,128,165
5455639,1523950780,1523950909,129,281
5455640,1523950793,1523950912,119,79
5455641,1523950807,1523950915,108,125
5455642,1523950813,1523950919,106,278
5455643,1523950841,1523950921,80,86
5455645,1523950865,1523950925,60,123
5455647,1523950887,1523950926,39,89
5455648,1523950916,1523950955,39,121
5455649,1523950921,1523950956,35,112
5455650,1523950933,1523950959,26,379
5455651,1523950940,1523950960,20,378
5455652,1523950946,1523950984,38,159
5455653,1523950957,1523951006,49,257
5455654,1523950985,1523951016,31,99
5455655,1523950997,1523951019,22,188
5455656,1523951011,1523951026,15,134
5455657,1523951020,1523951067,47,106
5455658,1523951040,1523951071,31,161
5455659,1523951062,1523951093,31,168
5455660,1523951082,1523951148,66,174
5455661,1523951103,1523951149,46,161
5455662,1523951121,1523951150,29,188
5455663,1523951140,1523951173,33,253
5455664,1523951143,1523951177,34,153
5455665,1523951167,1523951214,47,96
5455666,1523951205,1523951223,18,134
5455667,1523951218,1523951236,18,102
5455668,1523951232,1523951257,25,161
5455669,1523951242,1523951260,18,127
5455670,1523951246,1523951263,17,73
5455671,1523951254,1523951286,32,176
5455672,1523951275,1523951292,17,128
5455673,1523951288,1523951315,27,138
5455674,1523951301,1523951316,15,90
5455675,1523951304,1523951343,39,177
5455676,1523951339,1523951358,19,109
5455677,1523951349,1523951381,32,127
5455678,1523951372,1523951389,17,123
5455679,1523951377,1523951406,29,148
5455680,1523951398,1523951407,9,180
5455681,1523951404,1523951412,8,136
5455682,1523951407,1523951444,37,326
5455683,1523951424,1523951456,32,112
5455684,1523951447,1523951465,18,160
5455685,1523951454,1523951476,22,21
5455686,1523951463,1523951491,28,133
5455687,1523951465,1523951501,36,99
5455688,1523951496,1523951539,43,172
5455689,1523951501,1523951540,39,132
5455691,1523951531,1523951541,10,122
5455692,1523951535,1523951567,32,141
5455693,1523951555,1523951622,67,216
5455695,1523951586,1523951623,37,191
5455696,1523951596,1523951722,126,165
5455697,1523951608,1523951723,115,187
5455699,1523951639,1523951724,85,198
5455702,1523951688,1523951725,37,99
5455704,1523951703,1523951726,23,43
5455705,1523951712,1523951727,15,216
5455707,1523951718,1523951758,40,18
5455708,1523951733,1523951760,27,222
5455709,1523951741,1523951782,41,332
5455710,1523951772,1523951800,28,113
5455711,1523951797,1523951818,21,38
5455712,1523951804,1523951826,22,374
5455713,1523951819,1523951837,18,172
5455714,1523951831,1523951845,14,159
5455715,1523951841,1523951861,20,201
5455716,1523951846,1523951864,18,264
5455717,1523951852,1523951875,23,2
5455718,1523951861,1523951877,16,123
5455719,1523951864,1523951879,15,313
5455720,1523951873,1523951906,33,285
5455721,1523951899,1523951948,49,123
5455722,1523951921,1523951949,28,134
5455723,1523951945,1523951971,26,225
5455724,1523951954,1523951973,19,187
5455725,1523951960,1523951975,15,155
5455726,1523951965,1523952001,36,83
5455728,1523952005,1523952032,27,38
5455729,1523952015,1523952045,30,150
5455730,1523952039,1523952079,40,243
5455731,1523952051,1523952080,29,117
5455732,1523952057,1523952099,42,188
5455734,1523952083,1523952121,38,61
5455735,1523952107,1523952153,46,117
5455736,1523952121,1523952154,33,114
5455738,1523952130,1523952155,25,197
5455739,1523952148,1523952225,77,111
5455740,1523952164,1523952226,62,198
5455741,1523952173,1523952227,54,75
5455742,1523952209,1523952247,38,379
5455743,1523952234,1523952264,30,167
5455744,1523952253,1523952271,18,115
5455745,1523952263,1523952302,39,53
5455746,1523952289,1523952305,16,158
5455747,1523952296,1523952347,51,115
5455748,1523952326,1523952350,24,170
5455749,1523952338,1523952376,38,173
5455750,1523952372,1523952466,94,217
5455751,1523952393,1523952471,78,171
5455752,1523952421,1523952472,51,66
5455753,1523952449,1523952474,25,93
5455754,1523952457,1523952483,26,105
5455755,1523952477,1523952496,19,217
5455756,1523952484,1523952583,99,106
5455758,1523952511,1523952584,73,108
5455761,1523952526,1523952586,60,38
5455762,1523952537,1523952587,50,112
5455763,1523952550,1523952639,89,379
5455764,1523952631,1523952645,14,205
5455765,1523952639,1523952663,24,98
5455766,1523952647,1523952672,25,127
5455767,1523952668,1523952686,18,380
5455768,1523952684,1523952708,24,207
5455769,1523952698,1523952760,62,171
5455770,1523952728,1523952761,33,177
5455771,1523952731,1523952762,31,92
5455772,1523952737,1523952763,26,149
5455775,1523952744,1523952764,20,29
5455776,1523952750,1523952830,80,22
5455777,1523952769,1523952832,63,109
5455778,1523952776,1523952837,61,164
5455779,1523952792,1523952838,46,85
5455780,1523952794,1523952839,45,33
5455781,1523952805,1523952844,39,218
5455782,1523952818,1523952851,33,121
5455783,1523952828,1523952852,24,49
5455784,1523952836,1523952859,23,178
5455785,1523952850,1523952871,21,79
5455786,1523952854,1523952964,110,158
5455787,1523952956,1523952965,9,258
5455788,1523952962,1523952984,22,177
5455789,1523952976,1523953043,67,91
5455790,1523953039,1523953102,63,163
5455791,1523953062,1523953104,42,158
5455792,1523953097,1523953111,14,141
5455793,1523953105,1523953149,44,200
5455794,1523953130,1523953157,27,180
5455795,1523953152,1523953210,58,222
5455796,1523953204,1523953233,29,194
5455797,1523953223,1523953235,12,244
5455798,1523953228,1523953258,30,127
5455799,1523953244,1523953269,25,104
5455800,1523953252,1523953270,18,111
5455801,1523953256,1523953336,80,116
5455802,1523953279,1523953338,59,103
5455803,1523953289,1523953347,58,380
5455804,1523953320,1523953388,68,131
5455805,1523953383,1523953395,12,291
5455806,1523953390,1523953408,18,77
5455807,1523953401,1523953416,15,148
5455808,1523953409,1523953421,12,60
5455809,1523953414,1523953461,47,94
5455810,1523953454,1523953490,36,63
5455811,1523953464,1523953493,29,380
5455812,1523953490,1523953508,18,81
5455813,1523953505,1523953521,16,121
5455814,1523953511,1523953559,48,92
5455815,1523953535,1523953569,34,380
5455816,1523953539,1523953582,43,126
5455817,1523953557,1523953625,68,171
5455818,1523953576,1523953627,51,108
5455819,1523953581,1523953630,49,186
5455820,1523953585,1523953635,50,263
5455821,1523953598,1523953640,42,86
5455822,1523953617,1523953679,62,152
5455823,1523953641,1523953680,39,129
5455824,1523953654,1523953682,28,116
5455825,1523953669,1523953697,28,139
5455826,1523953678,1523953730,52,75
5455827,1523953725,1523953766,41,380
5455828,1523953736,1523953767,31,160
5455829,1523953743,1523953782,39,291
5455830,1523953757,1523953783,26,130
5455831,1523953765,1523953808,43,97
5455832,1523953797,1523953825,28,323
5455833,1523953803,1523953826,23,107
5455834,1523953821,1523953844,23,159
5455835,1523953828,1523953863,35,183
5455836,1523953840,1523953865,25,136
5455837,1523953848,1523953936,88,291
5455838,1523953866,1523953937,71,123
5455839,1523953874,1523953938,64,143
5455840,1523953889,1523953939,50,86
5455841,1523953898,1523953943,45,159
5455842,1523953915,1523953950,35,191
5455843,1523953945,1523953995,50,172
5455844,1523953990,1523954014,24,155
5455845,1523954002,1523954015,13,122
5455846,1523954007,1523954036,29,111
5455847,1523954021,1523954038,17,120
5455848,1523954032,1523954044,12,150
5455849,1523954038,1523954062,24,378
5455850,1523954057,1523954067,10,140
5455851,1523954067,1523954100,33,142
5455852,1523954079,1523954109,30,379
5455853,1523954101,1523954122,21,136
5455854,1523954115,1523954139,24,222
5455855,1523954132,1523954172,40,92
5455856,1523954135,1523954173,38,171
5455857,1523954153,1523954174,21,123
5455858,1523954157,1523954176,19,379
5455859,1523954161,1523954232,71,378
5455860,1523954223,1523954274,51,364
5455861,1523954235,1523954275,40,228
5455862,1523954240,1523954276,36,95
5455863,1523954245,1523954277,32,67
5455864,1523954255,1523954292,37,152
5455865,1523954273,1523954339,66,149
5455866,1523954279,1523954340,61,80
5455867,1523954331,1523954374,43,247
5455868,1523954364,1523954404,40,378
5455869,1523954381,1523954405,24,234
5455870,1523954392,1523954411,19,235
5455871,1523954402,1523954425,23,89
5455872,1523954416,1523954438,22,71
5455873,1523954433,1523954449,16,122
5455874,1523954443,1523954592,149,114
5455875,1523954455,1523954594,139,141
5455876,1523954473,1523954595,122,94
5455877,1523954476,1523954598,122,113
5455878,1523954495,1523954600,105,123
5455879,1523954508,1523954601,93,157
5455880,1523954530,1523954602,72,91
5455881,1523954534,1523954604,70,100
5455882,1523954543,1523954606,63,137
5455883,1523954546,1523954607,61,10
5455884,1523954569,1523954609,40,142
5455885,1523954577,1523954623,46,380
5455886,1523954599,1523954625,26,236
5455887,1523954612,1523954648,36,129
5455888,1523954620,1523954649,29,86
5455889,1523954635,1523954713,78,182
5455890,1523954711,1523954727,16,183
5455891,1523954717,1523954742,25,60
5455892,1523954728,1523954748,20,141
5455893,1523954741,1523954776,35,162
5455894,1523954759,1523954781,22,134
5455895,1523954764,1523954784,20,114
5455896,1523954772,1523954813,41,65
5455897,1523954808,1523954829,21,157
5455898,1523954822,1523954849,27,162
5455899,1523954838,1523954871,33,131
5455900,1523954852,1523954890,38,155
5455901,1523954870,1523954896,26,145
5455902,1523954885,1523954922,37,95
5455903,1523954904,1523954923,19,61
5455905,1523954944,1523954955,11,57
5455906,1523954950,1523954967,17,179
5455907,1523954963,1523954984,21,91
5455908,1523954979,1523955027,48,83
5455911,1523955010,1523955029,19,46
5455912,1523955014,1523955037,23,45
5455913,1523955021,1523955074,53,140
5455914,1523955054,1523955079,25,165
5455915,1523955066,1523955100,34,103
5455916,1523955090,1523955111,21,125
5455917,1523955101,1523955134,33,96
5455918,1523955129,1523955175,46,107
5455919,1523955172,1523955185,13,100
5455920,1523955178,1523955200,22,145
5455921,1523955185,1523955201,16,135
5455922,1523955190,1523955242,52,114
5455923,1523955233,1523955253,20,131
5455924,1523955246,1523955261,15,161
5455925,1523955255,1523955289,34,102
5455926,1523955285,1523955301,16,139
5455927,1523955291,1523955308,17,136
5455928,1523955302,1523955379,77,380
5455929,1523955368,1523955392,24,380
5455930,1523955379,1523955450,71,187
5455931,1523955435,1523955469,34,148
5455932,1523955452,1523955479,27,136
5455933,1523955467,1523955480,13,158
5455934,1523955478,1523955497,19,108
5455935,1523955488,1523955498,10,80
5455936,1523955494,1523955510,16,377
5455937,1523955501,1523955533,32,121
5455939,1523955585,1523955610,25,198
5455940,1523955592,1523955611,19,124
5455941,1523955596,1523955616,20,101
5455942,1523955609,1523955620,11,43
5455943,1523955617,1523955629,12,8
5455944,1523955625,1523955630,5,210
5455945,1523955629,1523955664,35,208
5455946,1523955651,1523955665,14,103
5455948,1523955683,1523955692,9,65
5455949,1523955686,1523955697,11,380
5455950,1523955690,1523955761,71,180
5455951,1523955711,1523955762,51,137
5455952,1523955716,1523955763,47,66
5455953,1523955743,1523955786,43,197
5455954,1523955776,1523955841,65,136
5455955,1523955832,1523955885,53,178
5455956,1523955879,1523955905,26,123
5455957,1523955900,1523955915,15,380
5455958,1523955911,1523955928,17,235
5455959,1523955916,1523955929,13,123
5455960,1523955925,1523955941,16,199
5455961,1523955931,1523955958,27,109
5455962,1523955935,1523955965,30,96
5455963,1523955957,1523955967,10,95
5455964,1523955961,1523955997,36,173
5455965,1523955967,1523956012,45,56
5455966,1523955991,1523956058,67,76
5455967,1523956019,1523956059,40,155
5455968,1523956024,1523956060,36,124
5455969,1523956042,1523956086,44,153
5455970,1523956063,1523956093,30,379
5455971,1523956085,1523956116,31,81
5455972,1523956110,1523956125,15,156
5455973,1523956119,1523956139,20,47
5455974,1523956136,1523956163,27,119
5455975,1523956159,1523956195,36,130
5455976,1523956191,1523956238,47,125
5455978,1523956223,1523956239,16,80
5455979,1523956232,1523956260,28,106
5455980,1523956242,1523956304,62,77
5455981,1523956249,1523956307,58,79
5455982,1523956252,1523956309,57,159
5455983,1523956268,1523956315,47,380
5455984,1523956290,1523956334,44,254
5455985,1523956295,1523956336,41,47
5455986,1523956303,1523956338,35,115
5455987,1523956309,1523956344,35,220
5455988,1523956315,1523956348,33,86
5455989,1523956328,1523956358,30,94
5455990,1523956339,1523956386,47,120
5455991,1523956346,1523956389,43,77
5455992,1523956349,1523956393,44,82
5455993,1523956357,1523956395,38,96
5455994,1523956365,1523956401,36,156
5455995,1523956377,1523956448,71,92
5455996,1523956384,1523956457,73,114
5455998,1523956421,1523956461,40,33
5455999,1523956430,1523956466,36,136
5456000,1523956441,1523956469,28,89
5456001,1523956450,1523956471,21,91
5456002,1523956459,1523956513,54,191
5456003,1523956499,1523956514,15,184
5456004,1523956510,1523956534,24,118
5456005,1523956531,1523956564,33,171
5456006,1523956559,1523956576,17,137
5456007,1523956571,1523956605,34,320
5456008,1523956601,1523956634,33,143
5456009,1523956615,1523956783,168,167
5456010,1523956619,1523956785,166,141
5456011,1523956626,1523956787,161,138
5456012,1523956668,1523956788,120,153
5456013,1523956682,1523956790,108,32
5456014,1523956711,1523956792,81,135
5456015,1523956722,1523956794,72,151
5456016,1523956728,1523956797,69,212
5456017,1523956738,1523956800,62,113
5456018,1523956770,1523956819,49,123
5456019,1523956780,1523956820,40,112
5456021,1523956794,1523956822,28,134
5456022,1523956813,1523956823,10,98
5456023,1523956816,1523956840,24,121
5456024,1523956823,1523956846,23,83
5456025,1523956832,1523956847,15,94
5456026,1523956837,1523956859,22,63
5456027,1523956853,1523956870,17,84
5456028,1523956857,1523956877,20,97
5456029,1523956864,1523956898,34,380
5456030,1523956869,1523956904,35,74
5456031,1523956897,1523956915,18,109
5456032,1523956907,1523956921,14,126
5456033,1523956913,1523956932,19,379
5456034,1523956920,1523956938,18,74
5456035,1523956935,1523956988,53,136
5456036,1523956944,1523956992,48,131
5456037,1523956966,1523956994,28,110
5456038,1523956969,1523956998,29,159
5456039,1523956989,1523957027,38,129
5456040,1523957021,1523957037,16,154
5456041,1523957026,1523957042,16,81
5456042,1523957035,1523957048,13,72
5456043,1523957043,1523957091,48,68
5456044,1523957047,1523957093,46,99
5456045,1523957052,1523957113,61,96
5456046,1523957099,1523957118,19,181
5456047,1523957109,1523957159,50,117
5456048,1523957150,1523957202,52,148
5456049,1523957163,1523957206,43,195
5456050,1523957185,1523957223,38,380
5456052,1523957232,1523957243,11,109
5456053,1523957235,1523957260,25,296
5456054,1523957245,1523957295,50,94
5456055,1523957276,1523957298,22,139
5456056,1523957288,1523957314,26,150
5456057,1523957296,1523957316,20,57
5456058,1523957300,1523957329,29,84
5456059,1523957327,1523957373,46,379
5456060,1523957361,1523957390,29,358
5456061,1523957381,1523957393,12,205
5456062,1523957388,1523957400,12,104
5456064,1523957405,1523957418,13,116
5456065,1523957415,1523957425,10,230
5456066,1523957422,1523957580,158,225
5456070,1523957473,1523957581,108,23
5456072,1523957492,1523957582,90,101
5456074,1523957504,1523957583,79,79
5456075,1523957515,1523957584,69,131
5456077,1523957528,1523957585,57,110
5456078,1523957549,1523957586,37,155
5456079,1523957553,1523957587,34,88
5456080,1523957558,1523957588,30,93
5456081,1523957561,1523957589,28,134
5456082,1523957572,1523957593,21,109
5456084,1523957587,1523957663,76,113
5456085,1523957604,1523957664,60,206
5456086,1523957613,1523957665,52,112
5456087,1523957647,1523957680,33,162
5456088,1523957661,1523957707,46,205
